CMDLINE /home/shuki/anaconda3/envs/torch/bin/python3.8 triplets_gui.py
MEM 3332.652344 1616577966.7277
MEM 3332.652344 1616577966.8282
MEM 3332.652344 1616577966.9288
MEM 3332.652344 1616577967.0293
MEM 3332.652344 1616577967.1299
MEM 3332.652344 1616577967.2305
MEM 3332.652344 1616577967.3310
MEM 3332.652344 1616577967.4315
MEM 3332.652344 1616577967.5320
MEM 3332.652344 1616577967.6326
MEM 3332.652344 1616577967.7332
MEM 3332.652344 1616577967.8338
MEM 3332.652344 1616577967.9343
MEM 3332.652344 1616577968.0346
MEM 3332.652344 1616577968.1348
MEM 3332.652344 1616577968.2351
MEM 3332.652344 1616577968.3353
MEM 3332.652344 1616577968.4356
MEM 3332.652344 1616577968.5358
MEM 3332.652344 1616577968.6362
MEM 3563.574219 1616577968.7365
MEM 3658.500000 1616577968.8368
MEM 3658.500000 1616577968.9371
MEM 3658.500000 1616577969.0374
MEM 3660.562500 1616577969.1377
MEM 3660.562500 1616577969.2379
MEM 3660.562500 1616577969.3382
MEM 3760.593750 1616577969.4384
MEM 3764.457031 1616577969.5387
MEM 3764.457031 1616577969.6390
MEM 3764.457031 1616577969.7392
MEM 3764.457031 1616577969.8395
MEM 3864.488281 1616577969.9397
MEM 3864.488281 1616577970.0400
MEM 3868.605469 1616577970.1402
MEM 3868.597656 1616577970.2405
MEM 3868.597656 1616577970.3408
MEM 3894.496094 1616577970.4410
MEM 3925.683594 1616577970.5413
MEM 3988.503906 1616577970.6415
MEM 4066.050781 1616577970.7418
MEM 4141.226562 1616577970.8420
MEM 4151.539062 1616577970.9423
MEM 4151.539062 1616577971.0425
MEM 4151.539062 1616577971.1427
MEM 4151.539062 1616577971.2430
MEM 4151.539062 1616577971.3433
MEM 4151.527344 1616577971.4435
MEM 4151.527344 1616577971.5438
MEM 4197.601562 1616577971.6440
MEM 4295.492188 1616577971.7442
MEM 4364.765625 1616577971.8445
MEM 4382.519531 1616577971.9447
MEM 4382.519531 1616577972.0449
MEM 4382.519531 1616577972.1452
MEM 4382.519531 1616577972.2454
MEM 4470.609375 1616577972.3457
MEM 4503.593750 1616577972.4459
MEM 4503.593750 1616577972.5462
MEM 4503.593750 1616577972.6464
MEM 4503.593750 1616577972.7467
MEM 4503.593750 1616577972.8470
MEM 4503.593750 1616577972.9472
MEM 4503.593750 1616577973.0475
MEM 4565.468750 1616577973.1477
MEM 4565.468750 1616577973.2480
MEM 4565.468750 1616577973.3483
MEM 4565.468750 1616577973.4485
MEM 4565.468750 1616577973.5488
MEM 4565.468750 1616577973.6490
MEM 4565.468750 1616577973.7493
MEM 4627.593750 1616577973.8495
MEM 4627.593750 1616577973.9498
MEM 4627.593750 1616577974.0501
MEM 4627.589844 1616577974.1504
MEM 4627.589844 1616577974.2506
MEM 4627.589844 1616577974.3509
MEM 4627.589844 1616577974.4511
MEM 4627.589844 1616577974.5513
MEM 4627.589844 1616577974.6516
MEM 4627.589844 1616577974.7518
MEM 4627.589844 1616577974.8521
MEM 4627.589844 1616577974.9523
MEM 4689.460938 1616577975.0526
MEM 4689.460938 1616577975.1529
MEM 4689.457031 1616577975.2531
MEM 4689.457031 1616577975.3534
MEM 4689.457031 1616577975.4536
MEM 4689.457031 1616577975.5539
MEM 4689.457031 1616577975.6541
MEM 4689.457031 1616577975.7544
MEM 4689.457031 1616577975.8547
MEM 4689.457031 1616577975.9549
MEM 4751.566406 1616577976.0552
MEM 4813.421875 1616577976.1554
MEM 4813.421875 1616577976.2557
MEM 4813.421875 1616577976.3560
MEM 4813.421875 1616577976.4562
MEM 4813.421875 1616577976.5565
MEM 4813.421875 1616577976.6567
MEM 4813.421875 1616577976.7570
MEM 4831.726562 1616577976.8573
MEM 4877.617188 1616577976.9575
MEM 4877.617188 1616577977.0578
MEM 4877.617188 1616577977.1581
MEM 4941.539062 1616577977.2583
MEM 4941.539062 1616577977.3586
MEM 4941.539062 1616577977.4588
MEM 4941.539062 1616577977.5591
MEM 4941.539062 1616577977.6593
MEM 4941.527344 1616577977.7596
MEM 4941.527344 1616577977.8598
MEM 4941.527344 1616577977.9601
MEM 4941.527344 1616577978.0604
MEM 4941.527344 1616577978.1606
MEM 4941.527344 1616577978.2609
MEM 5005.464844 1616577978.3611
MEM 5005.464844 1616577978.4614
MEM 5005.464844 1616577978.5616
MEM 5005.464844 1616577978.6619
MEM 5005.464844 1616577978.7622
MEM 5005.464844 1616577978.8624
MEM 5005.464844 1616577978.9627
MEM 5005.464844 1616577979.0630
MEM 5069.402344 1616577979.1633
MEM 5069.402344 1616577979.2635
MEM 5069.402344 1616577979.3638
MEM 5069.402344 1616577979.4641
MEM 5069.402344 1616577979.5643
MEM 5069.402344 1616577979.6646
MEM 5069.402344 1616577979.7648
MEM 5107.816406 1616577979.8651
MEM 3332.253906 1616577979.9655
MEM 3586.171875 1616577980.0657
MEM 3586.171875 1616577980.1660
MEM 3657.843750 1616577980.2663
MEM 3690.070312 1616577980.3665
MEM 3690.066406 1616577980.4668
MEM 3690.066406 1616577980.5671
MEM 3690.066406 1616577980.6673
MEM 3792.160156 1616577980.7676
MEM 3792.160156 1616577980.8678
MEM 3792.156250 1616577980.9681
MEM 3792.156250 1616577981.0683
MEM 3792.156250 1616577981.1686
MEM 3896.054688 1616577981.2689
MEM 3896.054688 1616577981.3691
MEM 3896.054688 1616577981.4694
MEM 3896.054688 1616577981.5696
MEM 3896.050781 1616577981.6699
MEM 3962.003906 1616577981.7701
MEM 4038.214844 1616577981.8704
MEM 4114.179688 1616577981.9706
MEM 4114.179688 1616577982.0709
MEM 4115.968750 1616577982.1710
MEM 4193.890625 1616577982.2712
MEM 4275.472656 1616577982.3715
MEM 4318.226562 1616577982.4717
MEM 4372.839844 1616577982.5720
MEM 4460.445312 1616577982.6722
MEM 4460.445312 1616577982.7724
MEM 4460.445312 1616577982.8726
MEM 4460.445312 1616577982.9729
MEM 4460.445312 1616577983.0732
MEM 4460.445312 1616577983.1734
MEM 4460.445312 1616577983.2737
MEM 4460.445312 1616577983.3739
MEM 4508.324219 1616577983.4742
MEM 4543.644531 1616577983.5744
MEM 4543.644531 1616577983.6747
MEM 4604.218750 1616577983.7750
MEM 4604.218750 1616577983.8752
MEM 4604.191406 1616577983.9755
MEM 4606.253906 1616577984.0758
MEM 4606.218750 1616577984.1761
MEM 4606.218750 1616577984.2763
MEM 4606.218750 1616577984.3766
MEM 4606.218750 1616577984.4768
MEM 4606.218750 1616577984.5771
MEM 4668.078125 1616577984.6774
MEM 4668.078125 1616577984.7776
MEM 4668.039062 1616577984.8779
MEM 4668.039062 1616577984.9781
MEM 4668.039062 1616577985.0784
MEM 4670.101562 1616577985.1787
MEM 4670.078125 1616577985.2790
MEM 4670.078125 1616577985.3793
MEM 4670.078125 1616577985.4795
MEM 4731.945312 1616577985.5798
MEM 4731.945312 1616577985.6800
MEM 4731.925781 1616577985.7803
MEM 4731.925781 1616577985.8805
MEM 4733.988281 1616577985.9808
MEM 4733.988281 1616577986.0811
MEM 4733.964844 1616577986.1813
MEM 4733.964844 1616577986.2816
MEM 4796.082031 1616577986.3818
MEM 4796.082031 1616577986.4821
MEM 4796.082031 1616577986.5823
MEM 4796.082031 1616577986.6826
MEM 4796.082031 1616577986.7829
MEM 4797.886719 1616577986.8831
MEM 4797.882812 1616577986.9833
MEM 4797.882812 1616577987.0836
MEM 4797.882812 1616577987.1839
MEM 4860.007812 1616577987.2841
MEM 4860.007812 1616577987.3844
MEM 4860.007812 1616577987.4846
MEM 4859.972656 1616577987.5849
MEM 4862.035156 1616577987.6851
MEM 4862.035156 1616577987.7854
MEM 4862.023438 1616577987.8857
MEM 4862.023438 1616577987.9859
MEM 4862.023438 1616577988.0862
MEM 4862.023438 1616577988.1864
MEM 4862.023438 1616577988.2867
MEM 4862.023438 1616577988.3870
MEM 4862.023438 1616577988.4873
MEM 4862.023438 1616577988.5875
MEM 4862.023438 1616577988.6878
MEM 4923.851562 1616577988.7881
MEM 4923.851562 1616577988.8883
MEM 4923.792969 1616577988.9886
MEM 4925.816406 1616577989.0889
MEM 4925.816406 1616577989.1891
MEM 4925.816406 1616577989.2894
MEM 4925.816406 1616577989.3897
MEM 4987.656250 1616577989.4899
MEM 4987.656250 1616577989.5902
MEM 4987.609375 1616577989.6905
MEM 4989.671875 1616577989.7907
MEM 4989.648438 1616577989.8911
MEM 4989.648438 1616577989.9913
MEM 4989.648438 1616577990.0916
MEM 4989.648438 1616577990.1918
MEM 4989.648438 1616577990.2921
MEM 4989.648438 1616577990.3923
MEM 4989.648438 1616577990.4926
MEM 4989.648438 1616577990.5928
MEM 5051.757812 1616577990.6931
MEM 5051.757812 1616577990.7933
MEM 5051.757812 1616577990.8936
MEM 5051.753906 1616577990.9939
MEM 5051.753906 1616577991.0941
MEM 5053.558594 1616577991.1944
MEM 5053.558594 1616577991.2946
MEM 5053.558594 1616577991.3949
MEM 5053.542969 1616577991.4952
MEM 5053.542969 1616577991.5954
MEM 5053.542969 1616577991.6957
MEM 5053.542969 1616577991.7959
MEM 5053.542969 1616577991.8962
MEM 5115.562500 1616577991.9965
MEM 5115.562500 1616577992.0967
MEM 4873.285156 1616577992.1970
MEM 3419.242188 1616577992.2973
MEM 3590.136719 1616577992.3976
MEM 3590.128906 1616577992.4978
MEM 3593.996094 1616577992.5981
MEM 3593.996094 1616577992.6984
MEM 3593.996094 1616577992.7986
MEM 3694.007812 1616577992.8989
MEM 3698.105469 1616577992.9991
MEM 3698.105469 1616577993.0993
MEM 3698.058594 1616577993.1996
MEM 3698.058594 1616577993.2998
MEM 3760.886719 1616577993.4001
MEM 3797.996094 1616577993.5004
MEM 3797.996094 1616577993.6007
MEM 3797.996094 1616577993.7009
MEM 3800.007812 1616577993.8012
MEM 3800.007812 1616577993.9014
MEM 3816.765625 1616577994.0017
MEM 3899.734375 1616577994.1020
MEM 3903.851562 1616577994.2022
MEM 3903.851562 1616577994.3025
MEM 3903.839844 1616577994.4027
MEM 3903.839844 1616577994.5031
MEM 3951.574219 1616577994.6033
MEM 4033.648438 1616577994.7036
MEM 4118.789062 1616577994.8038
MEM 4160.601562 1616577994.9041
MEM 4256.316406 1616577995.0043
MEM 4325.019531 1616577995.1046
MEM 4383.597656 1616577995.2048
MEM 4480.257812 1616577995.3051
MEM 4580.144531 1616577995.4053
MEM 4582.207031 1616577995.5055
MEM 4582.203125 1616577995.6058
MEM 4584.253906 1616577995.7060
MEM 4584.253906 1616577995.8063
MEM 4584.253906 1616577995.9065
MEM 4584.253906 1616577996.0068
MEM 4584.253906 1616577996.1071
MEM 4646.355469 1616577996.2073
MEM 4646.355469 1616577996.3076
MEM 4648.136719 1616577996.4078
MEM 4648.136719 1616577996.5081
MEM 4648.117188 1616577996.6083
MEM 4648.117188 1616577996.7086
MEM 4648.117188 1616577996.8089
MEM 4648.117188 1616577996.9091
MEM 4648.117188 1616577997.0094
MEM 4648.117188 1616577997.1097
MEM 4648.117188 1616577997.2099
MEM 4710.250000 1616577997.3102
MEM 4710.250000 1616577997.4104
MEM 4710.250000 1616577997.5107
MEM 4712.312500 1616577997.6110
MEM 4712.304688 1616577997.7112
MEM 4712.304688 1616577997.8115
MEM 4712.304688 1616577997.9117
MEM 4712.304688 1616577998.0120
MEM 4712.304688 1616577998.1122
MEM 4712.304688 1616577998.2125
MEM 4740.921875 1616577998.3128
MEM 4774.152344 1616577998.4130
MEM 4774.152344 1616577998.5133
MEM 4774.152344 1616577998.6136
MEM 4774.148438 1616577998.7138
MEM 4776.210938 1616577998.8141
MEM 4776.199219 1616577998.9143
MEM 4776.199219 1616577999.0146
MEM 4776.199219 1616577999.1149
MEM 4776.199219 1616577999.2151
MEM 4776.199219 1616577999.3153
MEM 4776.199219 1616577999.4156
MEM 4776.199219 1616577999.5158
MEM 4838.042969 1616577999.6162
MEM 4838.042969 1616577999.7165
MEM 4840.046875 1616577999.8167
MEM 4840.011719 1616577999.9170
MEM 4840.011719 1616578000.0173
MEM 4840.011719 1616578000.1175
MEM 4840.011719 1616578000.2178
MEM 4840.011719 1616578000.3180
MEM 4840.011719 1616578000.4183
MEM 4902.125000 1616578000.5185
MEM 4902.125000 1616578000.6188
MEM 4902.101562 1616578000.7191
MEM 4903.906250 1616578000.8193
MEM 4903.906250 1616578000.9196
MEM 4903.878906 1616578001.0198
MEM 4903.878906 1616578001.1201
MEM 4903.878906 1616578001.2204
MEM 4903.878906 1616578001.3206
MEM 4903.878906 1616578001.4209
MEM 4965.960938 1616578001.5211
MEM 4965.960938 1616578001.6214
MEM 4965.925781 1616578001.7217
MEM 4967.988281 1616578001.8219
MEM 4967.953125 1616578001.9222
MEM 4967.953125 1616578002.0224
MEM 4967.953125 1616578002.1227
MEM 4967.953125 1616578002.2230
MEM 4967.953125 1616578002.3233
MEM 4967.953125 1616578002.4235
MEM 4967.953125 1616578002.5238
MEM 4967.953125 1616578002.6240
MEM 5029.777344 1616578002.7243
MEM 5029.777344 1616578002.8246
MEM 5031.785156 1616578002.9248
MEM 5031.761719 1616578003.0251
MEM 5031.761719 1616578003.1254
MEM 5031.761719 1616578003.2256
MEM 5031.761719 1616578003.3259
MEM 5031.761719 1616578003.4261
MEM 5031.761719 1616578003.5264
MEM 5093.613281 1616578003.6266
MEM 5093.593750 1616578003.7269
MEM 5095.656250 1616578003.8272
MEM 5095.578125 1616578003.9274
MEM 5095.578125 1616578004.0277
MEM 5095.578125 1616578004.1279
MEM 5095.578125 1616578004.2282
MEM 5095.578125 1616578004.3285
MEM 5095.578125 1616578004.4287
MEM 5157.691406 1616578004.5290
MEM 5157.691406 1616578004.6292
MEM 5157.667969 1616578004.7295
MEM 5159.472656 1616578004.8298
MEM 5159.472656 1616578004.9300
MEM 5159.449219 1616578005.0303
MEM 5159.449219 1616578005.1305
MEM 5159.449219 1616578005.2308
MEM 4098.105469 1616578005.3311
MEM 3325.785156 1616578005.4316
MEM 3325.785156 1616578005.5322
MEM 3325.785156 1616578005.6328
MEM 3325.785156 1616578005.7334
MEM 3325.785156 1616578005.8340
MEM 3325.785156 1616578005.9346
MEM 3325.785156 1616578006.0352
MEM 3325.785156 1616578006.1358
MEM 3325.785156 1616578006.2364
MEM 3325.785156 1616578006.3369
MEM 3325.785156 1616578006.4375
MEM 3325.785156 1616578006.5381
MEM 3325.785156 1616578006.6387
MEM 3325.785156 1616578006.7393
MEM 3325.785156 1616578006.8399
MEM 3325.785156 1616578006.9405
MEM 3325.785156 1616578007.0411
MEM 3325.785156 1616578007.1417
MEM 3325.785156 1616578007.2420
MEM 3325.785156 1616578007.3426
MEM 3325.785156 1616578007.4432
MEM 3325.785156 1616578007.5438
MEM 3325.785156 1616578007.6444
MEM 3325.785156 1616578007.7450
MEM 3325.785156 1616578007.8455
MEM 3325.785156 1616578007.9461
MEM 3325.785156 1616578008.0467
MEM 3325.785156 1616578008.1473
MEM 3325.785156 1616578008.2479
MEM 3325.785156 1616578008.3485
MEM 3325.785156 1616578008.4491
MEM 3325.785156 1616578008.5496
MEM 3325.785156 1616578008.6499
MEM 3325.785156 1616578008.7504
MEM 3325.785156 1616578008.8507
MEM 3325.785156 1616578008.9510
MEM 3325.785156 1616578009.0512
MEM 3325.785156 1616578009.1514
MEM 3325.785156 1616578009.2517
MEM 3325.785156 1616578009.3520
MEM 3325.785156 1616578009.4522
MEM 3325.785156 1616578009.5528
MEM 3325.785156 1616578009.6533
MEM 3325.785156 1616578009.7539
MEM 3325.785156 1616578009.8542
MEM 3325.785156 1616578009.9546
MEM 3325.785156 1616578010.0552
MEM 3325.785156 1616578010.1558
MEM 3325.785156 1616578010.2564
MEM 3325.785156 1616578010.3569
MEM 3325.785156 1616578010.4577
MEM 3325.785156 1616578010.5582
MEM 3325.785156 1616578010.6588
MEM 3325.785156 1616578010.7593
MEM 3325.785156 1616578010.8599
MEM 3325.785156 1616578010.9605
MEM 3325.785156 1616578011.0610
MEM 3325.785156 1616578011.1616
MEM 3325.785156 1616578011.2622
MEM 3325.785156 1616578011.3627
MEM 3325.785156 1616578011.4634
MEM 3325.785156 1616578011.5639
MEM 3325.785156 1616578011.6645
MEM 3325.785156 1616578011.7651
MEM 3325.785156 1616578011.8657
MEM 3325.785156 1616578011.9663
MEM 3325.785156 1616578012.0668
MEM 3325.785156 1616578012.1673
MEM 3325.785156 1616578012.2679
MEM 3325.785156 1616578012.3684
MEM 3325.785156 1616578012.4690
MEM 3325.785156 1616578012.5696
MEM 3325.785156 1616578012.6701
MEM 3325.785156 1616578012.7707
MEM 3325.785156 1616578012.8713
MEM 3325.785156 1616578012.9719
MEM 3325.785156 1616578013.0722
MEM 3325.785156 1616578013.1725
MEM 3325.785156 1616578013.2731
MEM 3325.785156 1616578013.3737
MEM 3325.785156 1616578013.4743
MEM 3325.785156 1616578013.5748
MEM 3325.785156 1616578013.6754
MEM 3325.785156 1616578013.7759
MEM 3325.785156 1616578013.8765
MEM 3325.785156 1616578013.9771
MEM 3325.785156 1616578014.0776
MEM 3325.785156 1616578014.1780
MEM 3325.785156 1616578014.2785
MEM 3325.785156 1616578014.3791
MEM 3325.785156 1616578014.4797
MEM 3325.781250 1616578014.5803
MEM 3325.781250 1616578014.6808
MEM 3325.781250 1616578014.7811
MEM 3325.781250 1616578014.8813
MEM 3325.781250 1616578014.9816
MEM 3325.781250 1616578015.0819
MEM 3339.699219 1616578015.1821
MEM 3369.863281 1616578015.2824
MEM 3399.640625 1616578015.3826
MEM 3428.773438 1616578015.4828
MEM 3639.164062 1616578015.5831
MEM 3775.750000 1616578015.6834
MEM 3775.722656 1616578015.7836
MEM 3775.722656 1616578015.8839
MEM 3775.722656 1616578015.9841
MEM 3775.722656 1616578016.0844
MEM 3775.722656 1616578016.1846
MEM 3775.722656 1616578016.2849
MEM 3775.722656 1616578016.3851
MEM 3801.710938 1616578016.4854
MEM 3875.703125 1616578016.5857
MEM 3877.750000 1616578016.6859
MEM 3877.730469 1616578016.7862
MEM 3877.730469 1616578016.8865
MEM 3977.750000 1616578016.9867
MEM 3977.750000 1616578017.0870
MEM 3977.734375 1616578017.1873
MEM 3977.734375 1616578017.2875
MEM 3977.734375 1616578017.3878
MEM 3981.601562 1616578017.4880
MEM 3981.601562 1616578017.5883
MEM 3981.589844 1616578017.6886
MEM 3981.589844 1616578017.7889
MEM 3981.589844 1616578017.8891
MEM 3981.589844 1616578017.9894
MEM 3981.589844 1616578018.0896
MEM 3981.589844 1616578018.1899
MEM 3982.621094 1616578018.2902
MEM 4086.121094 1616578018.3904
MEM 4130.621094 1616578018.4907
MEM 4219.726562 1616578018.5909
MEM 4268.902344 1616578018.6912
MEM 4268.902344 1616578018.7914
MEM 4268.902344 1616578018.8916
MEM 4268.902344 1616578018.9919
MEM 4268.902344 1616578019.0921
MEM 4268.902344 1616578019.1924
MEM 4268.902344 1616578019.2926
MEM 4268.902344 1616578019.3929
MEM 4268.902344 1616578019.4931
MEM 4268.902344 1616578019.5934
MEM 4309.812500 1616578019.6936
MEM 4362.230469 1616578019.7939
MEM 4444.718750 1616578019.8942
MEM 4524.082031 1616578019.9944
MEM 4569.789062 1616578020.0947
MEM 4665.039062 1616578020.1949
MEM 4687.714844 1616578020.2952
MEM 3524.207031 1616578020.3954
MEM 3614.667969 1616578020.4957
MEM 3773.410156 1616578020.5960
MEM 3773.398438 1616578020.6962
MEM 3877.527344 1616578020.7965
MEM 3877.503906 1616578020.8968
MEM 3879.550781 1616578020.9970
MEM 3879.550781 1616578021.0973
MEM 3979.296875 1616578021.1976
MEM 3979.296875 1616578021.2978
MEM 3979.296875 1616578021.3981
MEM 3979.296875 1616578021.4983
MEM 3979.281250 1616578021.5986
MEM 3979.281250 1616578021.6989
MEM 3979.281250 1616578021.7991
MEM 3983.406250 1616578021.8993
MEM 3983.406250 1616578021.9996
MEM 3983.406250 1616578022.0998
MEM 3983.355469 1616578022.2001
MEM 3983.355469 1616578022.3004
MEM 3983.355469 1616578022.4006
MEM 4083.316406 1616578022.5009
MEM 4083.316406 1616578022.6011
MEM 4083.316406 1616578022.7014
MEM 4083.316406 1616578022.8017
MEM 4083.316406 1616578022.9019
MEM 4083.300781 1616578023.0022
MEM 4083.300781 1616578023.1024
MEM 4087.167969 1616578023.2027
MEM 4087.167969 1616578023.3030
MEM 4087.167969 1616578023.4032
MEM 4087.160156 1616578023.5035
MEM 4087.160156 1616578023.6038
MEM 4087.160156 1616578023.7041
MEM 4087.160156 1616578023.8043
MEM 4097.187500 1616578023.9046
MEM 4130.070312 1616578024.0048
MEM 4130.070312 1616578024.1050
MEM 4130.070312 1616578024.2053
MEM 4130.070312 1616578024.3056
MEM 4130.070312 1616578024.4058
MEM 4130.070312 1616578024.5061
MEM 4130.070312 1616578024.6063
MEM 4130.070312 1616578024.7066
MEM 4167.964844 1616578024.8069
MEM 4182.636719 1616578024.9070
MEM 4243.398438 1616578025.0072
MEM 4321.617188 1616578025.1075
MEM 4395.453125 1616578025.2078
MEM 4476.328125 1616578025.3080
MEM 4533.398438 1616578025.4083
MEM 4631.523438 1616578025.5085
MEM 4666.277344 1616578025.6087
MEM 4668.472656 1616578025.7090
MEM 4703.175781 1616578025.8092
MEM 4127.769531 1616578025.9095
MEM 4129.832031 1616578026.0097
MEM 4129.828125 1616578026.1100
MEM 3492.851562 1616578026.2103
MEM 3776.414062 1616578026.3106
MEM 3800.640625 1616578026.4109
MEM 3800.636719 1616578026.5111
MEM 3800.636719 1616578026.6113
MEM 3800.636719 1616578026.7116
MEM 3800.636719 1616578026.8118
MEM 3902.730469 1616578026.9121
MEM 3904.496094 1616578027.0124
MEM 3904.488281 1616578027.1126
MEM 3904.488281 1616578027.2129
MEM 4004.519531 1616578027.3131
MEM 4004.519531 1616578027.4134
MEM 4004.519531 1616578027.5136
MEM 4004.515625 1616578027.6139
MEM 4004.515625 1616578027.7142
MEM 4008.640625 1616578027.8144
MEM 4008.640625 1616578027.9147
MEM 4008.640625 1616578028.0150
MEM 4008.609375 1616578028.1152
MEM 4008.609375 1616578028.2155
MEM 4008.609375 1616578028.3158
MEM 4108.617188 1616578028.4160
MEM 4108.617188 1616578028.5163
MEM 4108.617188 1616578028.6166
MEM 4108.605469 1616578028.7168
MEM 4112.472656 1616578028.8171
MEM 4112.472656 1616578028.9173
MEM 4112.472656 1616578029.0176
MEM 4112.472656 1616578029.1179
MEM 4112.472656 1616578029.2181
MEM 4112.472656 1616578029.3184
MEM 4163.605469 1616578029.4186
MEM 4247.792969 1616578029.5189
MEM 4331.140625 1616578029.6191
MEM 4386.207031 1616578029.7194
MEM 4432.808594 1616578029.8196
MEM 4432.808594 1616578029.9198
MEM 4432.800781 1616578030.0201
MEM 4432.800781 1616578030.1204
MEM 4432.800781 1616578030.2206
MEM 4432.800781 1616578030.3209
MEM 4482.953125 1616578030.4212
MEM 4540.886719 1616578030.5214
MEM 4584.285156 1616578030.6217
MEM 4682.121094 1616578030.7220
MEM 4721.242188 1616578030.8222
MEM 4721.242188 1616578030.9224
MEM 4722.257812 1616578031.0227
MEM 4737.464844 1616578031.1230
MEM 4159.859375 1616578031.2232
MEM 4159.859375 1616578031.3234
MEM 4159.859375 1616578031.4240
MEM 4159.859375 1616578031.5246
MEM 4159.859375 1616578031.6252
MEM 4159.859375 1616578031.7258
MEM 4159.859375 1616578031.8264
MEM 4159.859375 1616578031.9269
MEM 4159.859375 1616578032.0275
MEM 4159.859375 1616578032.1280
MEM 4159.859375 1616578032.2286
MEM 4159.859375 1616578032.3292
MEM 4159.859375 1616578032.4298
MEM 4159.859375 1616578032.5304
MEM 4159.859375 1616578032.6310
MEM 4159.859375 1616578032.7315
MEM 4159.859375 1616578032.8321
MEM 4159.859375 1616578032.9327
MEM 4159.859375 1616578033.0332
MEM 4159.859375 1616578033.1338
MEM 4159.859375 1616578033.2344
MEM 4159.859375 1616578033.3350
MEM 4159.859375 1616578033.4356
MEM 4159.859375 1616578033.5362
MEM 4159.859375 1616578033.6367
MEM 4159.859375 1616578033.7369
MEM 4159.859375 1616578033.8372
MEM 4159.859375 1616578033.9374
MEM 4159.859375 1616578034.0377
MEM 4159.859375 1616578034.1379
MEM 4159.859375 1616578034.2382
MEM 4159.859375 1616578034.3384
MEM 4159.859375 1616578034.4387
MEM 4159.859375 1616578034.5390
MEM 4159.859375 1616578034.6392
MEM 4160.003906 1616578034.7395
MEM 4160.003906 1616578034.8397
MEM 4191.839844 1616578034.9400
MEM 4252.156250 1616578035.0402
MEM 4252.156250 1616578035.1405
MEM 4252.156250 1616578035.2407
MEM 4252.156250 1616578035.3410
MEM 4252.156250 1616578035.4413
MEM 4252.156250 1616578035.5416
MEM 4314.031250 1616578035.6418
MEM 4314.031250 1616578035.7421
MEM 4314.027344 1616578035.8424
MEM 4376.105469 1616578035.9426
MEM 4376.105469 1616578036.0429
MEM 4376.105469 1616578036.1430
MEM 4376.105469 1616578036.2433
MEM 4376.085938 1616578036.3435
MEM 4376.085938 1616578036.4438
MEM 4376.085938 1616578036.5441
MEM 4376.085938 1616578036.6443
MEM 4376.085938 1616578036.7446
MEM 4376.085938 1616578036.8448
MEM 4376.085938 1616578036.9451
MEM 4376.085938 1616578037.0453
MEM 4420.429688 1616578037.1456
MEM 4437.910156 1616578037.2459
MEM 4437.910156 1616578037.3461
MEM 4437.878906 1616578037.4464
MEM 4437.878906 1616578037.5466
MEM 4437.878906 1616578037.6469
MEM 4437.878906 1616578037.7471
MEM 4467.527344 1616578037.8474
MEM 4500.000000 1616578037.9477
MEM 4500.000000 1616578038.0479
MEM 4500.000000 1616578038.1482
MEM 4500.000000 1616578038.2485
MEM 4500.000000 1616578038.3487
MEM 4500.000000 1616578038.4490
MEM 4546.921875 1616578038.5492
MEM 4563.937500 1616578038.6495
MEM 4563.937500 1616578038.7497
MEM 4563.937500 1616578038.8500
MEM 4563.937500 1616578038.9503
MEM 4563.894531 1616578039.0505
MEM 4563.894531 1616578039.1508
MEM 4563.894531 1616578039.2511
MEM 4563.894531 1616578039.3513
MEM 4563.894531 1616578039.4516
MEM 4563.894531 1616578039.5518
MEM 4563.894531 1616578039.6521
MEM 4627.832031 1616578039.7523
MEM 4627.800781 1616578039.8526
MEM 4627.800781 1616578039.9528
MEM 4627.800781 1616578040.0531
MEM 4627.800781 1616578040.1534
MEM 4627.800781 1616578040.2536
MEM 4627.800781 1616578040.3539
MEM 4627.800781 1616578040.4541
MEM 4691.996094 1616578040.5544
MEM 4691.996094 1616578040.6547
MEM 4691.992188 1616578040.7550
MEM 4691.992188 1616578040.8553
MEM 4691.992188 1616578040.9555
MEM 4691.992188 1616578041.0558
MEM 4739.945312 1616578041.1560
MEM 4755.929688 1616578041.2563
MEM 4755.929688 1616578041.3566
MEM 4755.929688 1616578041.4568
MEM 4755.929688 1616578041.5571
MEM 4755.929688 1616578041.6573
MEM 4755.929688 1616578041.7576
MEM 4819.867188 1616578041.8579
MEM 4819.867188 1616578041.9581
MEM 4819.859375 1616578042.0584
MEM 4819.859375 1616578042.1586
MEM 4819.859375 1616578042.2589
MEM 4819.859375 1616578042.3592
MEM 4819.859375 1616578042.4594
MEM 4819.859375 1616578042.5597
MEM 4631.339844 1616578042.6600
MEM 4171.339844 1616578042.7603
MEM 4171.339844 1616578042.8605
MEM 4171.339844 1616578042.9608
MEM 4242.593750 1616578043.0610
MEM 4307.242188 1616578043.1613
MEM 4307.242188 1616578043.2615
MEM 4307.234375 1616578043.3617
MEM 4307.234375 1616578043.4620
MEM 4307.234375 1616578043.5623
MEM 4307.234375 1616578043.6625
MEM 4369.324219 1616578043.7628
MEM 4369.324219 1616578043.8630
MEM 4369.324219 1616578043.9633
MEM 4369.324219 1616578044.0636
MEM 4369.304688 1616578044.1638
MEM 4369.304688 1616578044.2641
MEM 4369.304688 1616578044.3644
